Season,Episode,Speaker,Line
5,13,hank,timmy dipshit there
5,13,jesse,the one that screwed up our sting
5,13,jesse,oh im all ears
5,13,jesse,just uh hear him out will ya
5,13,jesse,okay genius whats the idea
5,13,walter,you guys need evidence to put him away only hes too smart to leave any out there right
5,13,hank,so you say
5,13,jesse,well i know some evidence that greedy asshle would never destroy
5,13,hank,his money
5,13,hank,you know where he keeps his money
5,13,walter, no
5,13,jesse,but i know someone who might
5,13,jesse,oh hey
5,13,hank,howd it go
5,13,hank,trailed him out to the dog house picked him up there
5,13,hank,seemed to be looking for someone
5,13,jesse,had a lot of questions
5,13,jesse,no calls though right
5,13,hank,you got his phone
5,13,hank,yeah
5,13,jesse,hes on ice
5,13,hank,the safe house off rio bravo
5,13,hank,i got van oster babysitting him
5,13,jesse,yeah and what about van oster
5,13,hank,did he have any questions
5,13,jesse,probably but he knows better than to ask
5,13,saul,good job
5,13,jesse,i gotta tell you this up front hank
5,13,jesse,if this guy decides that he wants to lawyer up i dont care if you are my boss im gonna put a stop to this
5,13,jesse,he wont lawyer up
5,13,jesse,what the hell man
5,13,hank,ugh
5,13,hank,youre up
5,13,hank,hey there
5,13,jesse,you mind taking it outside for a minute
5,13,walter, no sir
5,13,jesse,you got it
5,13,jesse,all right
5,13,skyler,thanks
5,13,jesse,huell babineaux
5,13,jesse,know who i am
5,13,jesse,ill take that as a yes
5,13,jesse,uh thanks for your patience
5,13,hank,uh as uh agent gomez said youre youre not under arrest
5,13,jesse,why am i here
5,13,hank,well youre here uh for your own protection sir
5,13,walter,how you figure that
5,13,gomez,well we both know how dangerous my brotherinlaw can be
5,13,walter jr,nice poker face
5,13,hank,look uh relax
5,13,jesse,theres not much new you can tell me about walter white
5,13,jesse,multiple murders uh ties to a white power prison gng ran the largest meth racket in the entire southwest
5,13,hank,im not asking youre not answering
5,13,hank,whoopdedoo
5,13,walter,lets cut to the chase
5,13,hank,we have a wire on walts phone
5,13,hank,we intercepted a call between him and a certain saul goodman esquire
5,13,jesse,you know your employer
5,13,jesse,anyway in the call uh walt said that he was going to quote take care of one jesse pinkman unquote and that you were next on the hit list
5,13,jesse,thats why youre here
5,13,gomez,bullshit
5,13,jesse,that dont make no sense
5,13,hank,we got the recording
5,13,jesse,i can i can let you hear it
5,13,jesse,your associate goodmans fixer whats his name
5,13,hank,some carrottop named patrick kuby
5,13,jesse,boston pd ran him out of beantown a few years back
5,13,jesse,came out here for the sunshine
5,13,hank,yeah
5,13,hank,walt said he was gonna do this kuby guy the same way he does you
5,13,hank,in fact kubys already missing
5,13,walter,sorry to say things are looking grim for your your redheaded buddy
5,13,gomez,believe us dont believe us
5,13,hank,suit yourself
5,13,jesse,whatever you do i would not call goodman
5,13,gomez,the hell you talkin about
5,13,saul, oh dont take it personally
5,13,jesse,goodmans next on the chopping block if he doesnt do what white says
5,13,walter,and to be fair your uh circus clown of a boss did try to spare you for all of what about 15 seconds before he decided to help walt track you down
5,13,jesse,you see goodmans got a trace on your phone and as soon as you call him uh walts gonna find out where youre hiding out
5,13,hank,and then its just a matter of time before you end up like this
5,13,hank,oh man
5,13,hank,oh man
5,13,hank,relax
5,13,hank,if we thought you did youd be in lockup for conspiracy to commit mrder instead of here under our protection
5,13,gomez,so just tell us everything you know about white so we can get him before he gets you
5,13,hank,who knows with this guy
5,13,hank,from what he said to goodman it may have something to do with him trying to tie up loose ends regarding his poisoning some kid named brock
5,13,hank,or maybe its cause you know where his money is
5,13,gomez,that aint what we heard
5,13,jesse,me and kuby rented a van for the dude loaded his cash up in a selfstorage unit handed over the keys to him at goodmans
5,13,jesse,and who knows where he took it from there
5,13,jesse,a van huh
5,13,walter,how much money we talking
5,13,jesse,seven barrels worth
5,13,jesse,seven barrels
5,13,hank,when you you say barrels you mean barrels barrels
5,13,jesse,barrels man
5,13,jesse,you know plastic black i got em at home depot
5,13,walter,filled up every last damn one of em too
5,13,jesse,and uh where did you rent the van
5,13,jesse,the one on candelaria and monroe
5,13,jesse,lariat on candelaria
5,13,hank, yeah
5,13,jesse,kuby rented the van
5,13,jesse,white dropped it off
5,13,jesse,he had us wash it good before kuby took it back
5,13,jesse,wash the rental
5,13,jesse,it was filthy man like he had went off road with it
5,13,jesse,after we had hosed it down he grabbed a shovel out the back handed over the key and that was it
5,13,jesse,thats all i know
5,13,jesse,all right uh mr
5,13,jesse,babineaux
5,13,hank,agent gomez and i are going to uh do everything we can to find the son of a btch
5,13,walter,meantime like i said youre free to go
5,13,jesse,but if i were you i wouldnt take one step out that door
5,13,jesse,right
5,13,walter,and remember no phone calls
5,13,walter jr,oh almost forgot
5,13,hank,uh i took the liberty of removing the battery so walt cant uh track you by gps
5,13,jesse,so dont put that back in
5,13,jesse,agent van oster will stay here with you
5,13,hank,youre in good hands
5,13,jesse,hes our best man with a gn
5,13,jesse,uh however dont discuss the case with him because the less you distract him the better he can protect you
5,13,jesse,how long you gonna be
5,13,walter,as long as it takes to keep you safe
5,13,gomez,so just one guy this time
5,13,hank,not even in lockup
5,13,hank,some former partner todd says
5,13,hank,yeah
5,13,jesse,so what are we talking rat patrol
5,13,walter,rat p no no
5,13,jesse,rat patrol
5,13,hank,no hes not a rat
5,13,jesse,hes just he he just wont listen to reason
5,13,skyler,okay
5,13,walter,hes just angry
5,13,hank,hes not a rat
5,13,jesse,all right
5,13,walter,angry nonrat
5,13,walter,got it
5,13,hank,how angry we talkin by the way
5,13,hank,like hulk angry
5,13,hank,like rambo james bond badass individual
5,13,hank,not something youd do yourself huh
5,13,walter,jesse is like family to me
5,13,jesse,look i want what you do to be quick and painless
5,13,walter,no suffering no fear
5,13,jesse,bllet to the back of the head
5,13,hank,something he doesnt see coming
5,13,jesse,i respect that
5,13,walter,theres too many savages out there
5,13,gomez,lets just talk about the money
5,13,hank,no we dont want your money
5,13,hank,we want you to cook for us
5,13,walter,you know im out of the business
5,13,jesse,just a couple times to tutor my nephew here thats all
5,13,hank,get him on track to bringing the purity up
5,13,hank,get the color right too
5,13,jesse,apparently that blue touch you put on it its all the craze with those slavic types
5,13,hank,so im told
5,13,walter,absolutely not
5,13,jesse,look what was the price per head last time
5,13,jesse,thats a drop in the bucket compared to what we aim to earn from the blue stuff
5,13,jesse,dont skimp on family
5,13,jesse,thats what i always say
5,13,walter,you want us to do this job
5,13,hank,do it right
5,13,jesse,thats the price
5,13,walter,one cook after the job is done
5,13,hank,do you understand
5,13,jesse,well do him tonight if you want
5,13,jesse,just tell me where he is
5,13,walter,i dont know where he is but i know how to flush him out
5,13,jesse,you want string cheese or yogurt squeezers with your pbj
5,13,jesse,i didnt hear you
5,13,skyler,both please
5,13,jesse,hold on honey
5,13,hank,hi andrea
5,13,walter,i dont know if you remember me
5,13,hank,im walter white jesses friend
5,13,hank,oh yeah
5,13,jesse,yeah of course
5,13,hank,yeah
5,13,hank,oh hi
5,13,walter,im sorry to just barge in on you like this but uh i was hoping that i could have a moment to talk with you
5,13,walter,its about jesse
5,13,hank,um okay
5,13,jesse,sure
5,13,jesse,but im sort of rushing around right now
5,13,jesse,you wanna talk inside while i get my boy ready for school
5,13,gomez,uh well yeah
5,13,jesse,if its if its okay yeah sure
5,13,skyler,thank you
5,13,jesse,you met brock before right
5,13,walter,yes
5,13,hank,yes i have
5,13,walter,at jesses
5,13,hank,how you doing brock
5,13,jesse,brock he asked you a question
5,13,hank,im good
5,13,hank,good
5,13,hank,froot loops
5,13,jesse,thats good stuff
5,13,walter,so jesse
5,13,hank,yeah
5,13,hank,i i dont wanna alarm you but ive ive been trying to reach him for days
5,13,hank,ive stopped at his house
5,13,jesse,ive left all kinds of messages on his voicemail and he wont return my calls
5,13,hank,i cant find him anywhere
5,13,hank,have you heard from him
5,13,jesse,no not since the last time he called to check on brock
5,13,jesse,that was i dont know two weeks ago maybe
5,13,hank,andrea jesses using again and i i i have a bad feeling about this
5,13,hank,have you tried calling the police
5,13,hank,or um a better idea
5,13,hank,jesses lawyers name is saul goodman
5,13,hank,i have his card somewhere
5,13,hank,i mean he may have ways of finding jesse without you know getting him in trouble
5,13,jesse,better call saul
5,13,hank,yeah
5,13,jesse,i did that
5,13,jesse,he was able to verify that jesses not locked up
5,13,hank,but otherwise very little help
5,13,jesse,see the thing is is that jesse and i had this argument recently
5,13,jesse,and i i wont bore you with the details but uh hes hes hes pretty upset with me and uh and im hoping thats the reason he hasnt called me back instead of him being well well ill try him right now
5,13,jesse,i mean if thats it hes mad at you maybe ill have better luck
5,13,jesse,that would be such a help
5,13,walter,yes
5,13,jesse,what um what what number are you uh calling him on
5,13,hank, um his cell
5,13,hank,yeah
5,13,jesse,you know he recently gotten a new one
5,13,hank,and there
5,13,jesse,that thats his new number there the highlighted one
5,13,walter,jesse hey its andrea
5,13,jesse,your friend walter just dropped by
5,13,hank,hes here at the house with me and brock right now
5,13,walter,we uh were thinking of you
5,13,jesse,call me back as soon as you get this message okay
5,13,jesse,i really need to hear from you
5,13,walter,its important
5,13,skyler,thank you andrea
5,13,jesse,i appreciate that
5,13,hank,well i better i better be going
5,13,walter,oh youre welcome to stay a few minutes to see if he calls back
5,13,walter,no no
5,13,walter,youre trying to get your son off to school
5,13,jesse,listen if he does happen to call back would you call me
5,13,hank,better yet ive got your number
5,13,jesse,ill call you back okay
5,13,hank,and thank you
5,13,hank,see ya brock
5,13,jesse,we on
5,13,walter,yes
5,13,hank,it should be any time now
5,13,jesse,copy that
5,13,hank,remember fast and painless
5,13,hank,and take him away from here
5,13,jesse,you got it
5,13,walter,jesse hey its andrea
5,13,jesse,your friend walter just dropped by
5,13,hank,hes here at the house with me and brock right now
5,13,walter,we uh were thinking of you
5,13,jesse,call me back as soon as you get this message okay
5,13,jesse,i really need to hear from you
5,13,walter,its important
5,13,walter,nice try asshle
5,13,jesse,howd it go at the rental place
5,13,hank,van have gps
5,13,walter,no gps
5,13,walter,nope
5,13,jesse,they used to have gps until about six months ago when the aclu or somebody sued them and they had to get rid of it
5,13,jesse,well thats it
5,13,jesse,game over
5,13,jesse,yo man you cant just give up on this
5,13,hank,who said were giving up
5,13,jesse, what do you got
5,13,jesse,just thinking about what babineaux said about the van being dirty and the shovel that walt had with him
5,13,jesse,ill bet you 10to1 he buried that money
5,13,hank,no kidding
5,13,jesse,so what
5,13,hank,theres a whole lot of desert out there
5,13,hank,how are we gonna find the right spot
5,13,walter,you said it yourself theres no gps on the van
5,13,hank,yeah
5,13,jesse,but walt doesnt know that
5,13,jesse,all right
5,13,jesse,heres your change
5,13,walter,oh um count it out please
5,13,hank,here
5,13,jesse,that makes 15
5,13,jesse,plus five
5,13,jesse,that is 20
